,Dependence,x1,x2,xF,QT,QM,Siv,tot_err
0,xF,0.5,0.1,0.4,2.5,4.0,0,0
1,xF,0.5,0.1076923076923077,0.3923076923076923,2.5,4.0,0,0
2,xF,0.5,0.11538461538461539,0.3846153846153846,2.5,4.0,0,0
3,xF,0.5,0.12307692307692308,0.3769230769230769,2.5,4.0,0,0
4,xF,0.5,0.13076923076923078,0.36923076923076925,2.5,4.0,0,0
5,xF,0.5,0.13846153846153847,0.36153846153846153,2.5,4.0,0,0
6,xF,0.5,0.14615384615384616,0.3538461538461538,2.5,4.0,0,0
7,xF,0.5,0.15384615384615385,0.34615384615384615,2.5,4.0,0,0
8,xF,0.5,0.16153846153846155,0.3384615384615385,2.5,4.0,0,0
9,xF,0.5,0.16923076923076924,0.33076923076923076,2.5,4.0,0,0
10,xF,0.5,0.17692307692307696,0.32307692307692304,2.5,4.0,0,0
11,xF,0.5,0.18461538461538463,0.3153846153846154,2.5,4.0,0,0
12,xF,0.5,0.19230769230769235,0.30769230769230765,2.5,4.0,0,0
13,xF,0.5,0.2,0.3,2.5,4.0,0,0
14,xF,0.5,0.20769230769230773,0.29230769230769227,2.5,4.0,0,0
15,xF,0.5,0.2153846153846154,0.2846153846153846,2.5,4.0,0,0
16,xF,0.5,0.22307692307692312,0.2769230769230769,2.5,4.0,0,0
17,xF,0.5,0.2307692307692308,0.26923076923076916,2.5,4.0,0,0
18,xF,0.5,0.2384615384615385,0.2615384615384615,2.5,4.0,0,0
19,xF,0.5,0.2461538461538462,0.25384615384615383,2.5,4.0,0,0
20,xF,0.5,0.2538461538461539,0.2461538461538461,2.5,4.0,0,0
21,xF,0.5,0.2615384615384616,0.2384615384615384,2.5,4.0,0,0
22,xF,0.5,0.2692307692307693,0.23076923076923073,2.5,4.0,0,0
23,xF,0.5,0.27692307692307694,0.22307692307692306,2.5,4.0,0,0
24,xF,0.5,0.28461538461538466,0.21538461538461534,2.5,4.0,0,0
25,xF,0.5,0.2923076923076924,0.20769230769230762,2.5,4.0,0,0
26,xF,0.5,0.30000000000000004,0.19999999999999996,2.5,4.0,0,0
27,xF,0.5,0.3076923076923077,0.1923076923076923,2.5,4.0,0,0
28,xF,0.5,0.31538461538461543,0.18461538461538457,2.5,4.0,0,0
29,xF,0.5,0.32307692307692315,0.17692307692307685,2.5,4.0,0,0
30,xF,0.5,0.3307692307692308,0.16923076923076918,2.5,4.0,0,0
31,xF,0.5,0.3384615384615385,0.16153846153846152,2.5,4.0,0,0
32,xF,0.5,0.3461538461538462,0.1538461538461538,2.5,4.0,0,0
33,xF,0.5,0.3538461538461539,0.14615384615384608,2.5,4.0,0,0
34,xF,0.5,0.3615384615384616,0.1384615384615384,2.5,4.0,0,0
35,xF,0.5,0.36923076923076925,0.13076923076923075,2.5,4.0,0,0
36,xF,0.5,0.376923076923077,0.12307692307692297,2.5,4.0,0,0
37,xF,0.5,0.3846153846153847,0.11538461538461531,2.5,4.0,0,0
38,xF,0.5,0.39230769230769236,0.10769230769230764,2.5,4.0,0,0
39,xF,0.5,0.4,0.09999999999999998,2.5,4.0,0,0
